left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
124.49103804330375,-309.7340377471892,133.74227571162191,-296.313688653214,125.5977783203125,-308.1285400390625
123.2555135554007,-308.82114175374477,132.48171540741595,-295.4442637341158,124.33426666259766,-307.257080078125
121.99641008539713,-307.95223985390487,131.2544830169882,-294.53660488698387,123.07556915283203,-306.3884582519531
120.77058631378797,-307.04518771120075,130.03131293616445,-293.6313841428461,121.82164764404297,-305.52276611328125
119.54937853792588,-306.1408136945235,128.78538397904646,-292.7707020586771,120.57244110107422,-304.6598205566406
118.30448331020231,-305.2801176673275,127.57422069019299,-291.87253919754926,119.32813262939453,-303.7995300292969
117.09273491332257,-304.3805191716716,126.37002474916666,-290.97816517726204,118.08876037597656,-302.9416198730469
115.85723992677144,-303.5236857055042,125.14631185280255,-290.12949509753,116.85453033447266,-302.0856628417969
114.59406223008487,-302.584662847313,123.89812998394005,-289.20088422190764,115.56442260742188,-301.1888122558594
112.67904133083981,-302.59051063136826,122.63014996849782,-288.3168743377125,114.28036499023438,-300.2936096191406
111.36934581492287,-301.7359163720604,121.3962617980526,-287.39324492440426,113.0022964477539,-299.4001159667969
110.09446829826882,-300.8426524861723,120.13650404768885,-286.510563092245,111.7298812866211,-298.5085754394531
108.8261043463862,-299.9530418081291,118.87502664155585,-285.6257800636855,110.46263885498047,-297.6197509765625
107.59189952084694,-299.02580950876035,117.644680470973,-284.70125465000103,109.2003402709961,-296.73388671875
106.33381226780277,-298.14229430024375,116.39121914320454,-283.8209869690172,107.9429931640625,-295.85089111328125
105.08045866822054,-297.26125219890076,115.17313149537725,-282.90361512731386,106.69068145751953,-294.9705810546875
103.8607735692645,-296.3417131844021,113.93272298539718,-282.0306293667329,105.4435043334961,-294.09283447265625
102.61678956289616,-295.464437358174,112.70240465991596,-281.16298102700773,104.20166778564453,-293.2170715332031
101.37797898344047,-294.58871500041096,111.5085936143542,-280.2578237984005,102.96539306640625,-292.3431396484375
100.14453753133782,-293.71470134512697,110.29129946322954,-279.39523844523245,101.73448181152344,-291.4709167480469
98.94390827471814,-292.8004941448356,109.07847204975671,-278.5336826400938,100.50752258300781,-290.5993347167969
97.7174438901932,-291.9269468449307,107.86991544584811,-277.67287322600424,99.28382110595703,-289.7277526855469
96.43653338284427,-291.0128657760523,106.63098024706571,-276.7273116410172,98.0049057006836,-288.8150939941406
95.15847379447042,-290.09950635544766,105.3626319222242,-275.8208873495266,96.72834014892578,-287.9028015136719
93.8835200277179,-289.1879125578106,104.09103746875034,-274.91169486881915,95.45390319824219,-286.9915771484375
92.61138198422269,-288.27868799504347,102.81625510556394,-274.0005799834833,94.18135833740234,-286.0820617675781
91.34147011330211,-287.3717815081496,101.54093227715524,-273.08980771666745,92.91061401367188,-285.174560546875
90.07369779553355,-286.4673235978128,100.2662892597509,-272.1804455953934,91.64178466796875,-284.26934814453125
88.80805053686285,-285.5653364264155,98.9934967771824,-271.2733635500764,90.37503814697266,-283.3665771484375
87.57342697499551,-284.62492877749946,97.75235856999832,-270.3283150607756,89.11041259765625,-282.4661865234375
86.31180932796546,-283.72744732038234,96.48496813780102,-269.4267252403324,87.8479232788086,-281.5680847167969
85.05209529497216,-282.8321694014977,95.21884920318254,-268.52689320175756,86.58724212646484,-280.672119140625
83.7938710752842,-281.9385588406512,93.95602526526227,-267.63001473581386,85.32832336425781,-279.77801513671875
82.53775447813887,-281.0472208875158,92.72296844652068,-266.6937286625718,84.07131958007812,-278.88604736328125
81.28330644902516,-280.1578122660842,91.46284589620497,-265.8002950964424,82.8160171508789,-277.99603271484375
80.03017680983217,-279.2699148957133,90.20531843784225,-264.9092806658757,81.56222534179688,-277.107666015625
78.80680496923748,-278.34195437423523,88.95204276092863,-264.02141071487944,80.30979919433594,-276.22039794921875
77.55557872986476,-277.45555849755505,87.72955127638797,-263.0940957013009,79.05854797363281,-275.333984375
76.27644616123737,-276.61054870226985,86.48023958149766,-262.2089365369485,77.80845642089844,-274.4482727050781
74.88264403955718,-275.9291166726704,85.23321293740317,-261.32510808043884,76.5595474243164,-273.5631103515625
73.51855225320779,-275.2068915703128,83.98922257795915,-260.44286723656097,75.3118667602539,-272.6782531738281
72.09802086776632,-274.56672528311424,82.77525277231751,-259.5201112769646,74.06563568115234,-271.7939147949219
70.67782038025237,-273.9256672372132,81.53785592031164,-258.6409194840441,72.82086181640625,-270.90948486328125
69.22994179550875,-273.32507743905364,80.30267905418052,-257.76211215195156,71.57781982421875,-270.02508544921875
67.78244576765056,-272.72306539239355,79.0724261380622,-256.8851261408744,70.33647155761719,-269.14019775390625
66.39320582842517,-272.03729366166465,77.84950065217078,-256.0109140966016,69.09735107421875,-268.2544250488281
65.00465828885883,-271.34904205749297,76.63202153821842,-255.137672145418,67.8604965209961,-267.3673095703125
63.616832680131175,-270.6579096147259,75.41952909855632,-254.26467911328126,66.62593078613281,-266.47845458984375
62.0835102780008,-270.16656721821136,74.20961497845471,-253.39011486396547,65.3932876586914,-265.5874938964844
60.54922790884665,-269.67054919895213,73.00440320442166,-252.51506900300572,64.16239929199219,-264.69384765625
59.012225208383214,-269.1675175438282,71.80774815698722,-251.64134818826668,62.93342971801758,-263.7966003417969
57.471874911021665,-268.6557851089582,70.62096336583512,-250.76881711990725,61.706825256347656,-262.8948974609375
