pos_x,pos_y
-175.35400390625,-264.115234375
-173.99513244628906,-264.8302001953125
-172.64390563964844,-265.5369873046875
-171.3007354736328,-266.2356262207031
-169.9650421142578,-266.9256591796875
-168.6050262451172,-267.6224060058594
-167.25196838378906,-268.30816650390625
-165.90553283691406,-268.982666015625
-164.53346252441406,-269.6583557128906
-163.16612243652344,-270.3172607421875
-161.80271911621094,-270.9575500488281
-160.41221618652344,-271.59259033203125
-159.0248565673828,-272.204833984375
-157.6395263671875,-272.7919921875
-156.22328186035156,-273.3626403808594
-154.79342651367188,-273.9088439941406
-153.3745574951172,-274.4231262207031
-151.93214416503906,-274.9202880859375
-150.49655151367188,-275.389892578125
-149.0354461669922,-275.8408508300781
-147.5846405029297,-276.2608947753906
-146.11802673339844,-276.6546630859375
-144.6487274169922,-277.0179138183594
-143.1847381591797,-277.3476867675781
-141.69265747070312,-277.6477355957031
-140.20693969726562,-277.9085998535156
-138.69520568847656,-278.1341552734375
-137.1915740966797,-278.3166198730469
-135.69744873046875,-278.45330810546875
-134.18118286132812,-278.54412841796875
-132.6766357421875,-278.58551025390625
-131.15391540527344,-278.5782775878906
-129.64724731445312,-278.5245056152344
-128.12600708007812,-278.42193603515625
-126.62366485595703,-278.2707214355469
-125.11205291748047,-278.0658264160156
-123.62255859375,-277.8139953613281
-122.12666320800781,-277.5146789550781
-120.65545654296875,-277.1737060546875
-119.18069458007812,-276.7850341796875
-117.73430633544922,-276.3535461425781
-116.2885513305664,-275.8719177246094
-114.8734130859375,-275.3494567871094
-113.46308135986328,-274.77783203125
-112.08586883544922,-274.1672058105469
-110.7191162109375,-273.50335693359375
-109.39151763916016,-272.7969055175781
-108.07937622070312,-272.03717041015625
-106.80709838867188,-271.2411804199219
