left_border_x,left_border_y,right_border_x,right_border_y,pos_x,pos_y
-884.6229512851459,-417.9322577583469,-893.0075952986455,-404.97540495431434,-885.864013671875,-416.0144348144531
-885.9055062194857,-418.74797771186,-894.2933950235628,-405.7862576758765,-887.1400756835938,-416.8402099609375
-887.2500013261371,-419.5921517991543,-895.6350576981889,-406.6318363575056,-888.47265625,-417.7023620605469
-888.5722072545452,-420.4235865118869,-896.9579278158404,-407.45607075243834,-889.78369140625,-418.5501708984375
-889.8687177537967,-421.24654488441195,-898.2528412702496,-408.27214676073515,-891.0728149414062,-419.3832092285156
-891.1480176863478,-422.0507066449116,-899.5301543348146,-409.0679047343796,-892.3414306640625,-420.2022705078125
-892.4751542908648,-422.8939469145934,-900.8529783350331,-409.90154807968946,-893.6618041992188,-421.0536804199219
-893.7822103236045,-423.7151912913921,-902.1619354199107,-410.7166935908192,-894.9589233398438,-421.889892578125
-895.0631495216065,-424.52983330114665,-903.4304001920525,-411.51611794075967,-896.2335815429688,-422.7094421386719
-896.3940453243719,-425.36552968834445,-904.7607279159693,-412.3449437993725,-897.5551147460938,-423.5586242675781
-897.6937594120786,-426.1931967442584,-906.0576565368549,-413.1631189737766,-898.8509521484375,-424.3904113769531
-898.9735000921305,-426.9967020218631,-907.3318963884392,-413.9687616707625,-900.122314453125,-425.2060852050781
-900.2930421354757,-427.8259976508364,-908.6476058252491,-414.79165276059354,-901.43359375,-426.04656982421875
-901.5820323991417,-428.6453236701927,-909.938152090897,-415.6091705607919,-902.719482421875,-426.8708190917969
-902.8536807856113,-429.44492857501683,-911.2155088535792,-416.40688162023724,-903.9843139648438,-427.6820068359375
-904.1639628670895,-430.27781494646547,-912.5466204136525,-417.24899932317174,-905.2925415039062,-428.5237121582031
-905.4596462968404,-431.09107149995555,-913.8672429508856,-418.08406840895697,-906.5808715820312,-429.3564758300781
-906.732808523289,-431.90160982118556,-915.1785049592803,-418.90587603236753,-907.8505859375,-430.181640625
-908.0548974447842,-432.73188872098547,-916.5223939739889,-419.75689457464284,-909.1610717773438,-431.036865234375
-909.3604174101823,-433.5521573912897,-917.847142184019,-420.5878417706176,-910.4532470703125,-431.88275146484375
-910.6409609962047,-434.36539176386077,-919.16662983351,-421.4254818721451,-911.7247314453125,-432.7204895019531
-911.9129462230658,-435.1627216774796,-920.4573149014368,-422.2456318906526,-912.9794311523438,-433.5504455566406
-913.2275362823823,-435.9989683263676,-921.7717667715995,-423.07269184769183,-914.2784423828125,-434.4090881347656
-914.5379410030451,-436.8207692337595,-923.0525857308038,-423.88801556266424,-915.567138671875,-435.2575378417969
